label,text,processed_text,encoded_label
spam,"New Tones This week include: 1)McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. To order follow instructions on next message",new ton week include <NUM>mcflyall ab <NUM> sara jorgeshock <NUM> will smithswitch order follow instruction next message,1
ham,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",solve d case man found murdered ltdecimalgt ltgt afternoon <NUM>hi wife called police <NUM>police questioned everyone <NUM>wife siri sleep when murder took place <NUM>cook cook <NUM>gardener pick vegetabl <NUM>housemaid went <NUM> d post office <NUM>children went <NUM> play <NUM>neighbour went <NUM> marriage police arrested d murderer immediate who rep reason u r brilliant,0
ham,I'm on da bus going home...,im da bus go home,0
ham,I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon,got call landline number asked come anna nagar will go afternoon,0
ham,I'm okay. Chasing the dream. What's good. What are you doing next.,im okay chas dream what good do next,0
ham,Yupz... I've oredi booked slots 4 my weekends liao... ,yupz ive oredi booked slot <NUM> weekend liao,0
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid 12hrs only,urgent try contact u today draw show won å<NUM> prize guaranteed call <NUM> land line claim c<NUM> valid <NUM>hr on,1
ham,There r many model..sony ericson also der.. &lt;#&gt; ..it luks good bt i forgot modl no,there r many modelsony ericson also der ltgt luk good bt forgot modl no,0
ham,Okie,okie,0
ham,Yes I know the cheesy songs from frosty the snowman :),yes know cheesy song frosty snowman,0
ham,"Ya ok, vikky vl c witin  &lt;#&gt; mins and il reply u..",ya ok vikky vl c witin ltgt min il rep u,0
spam,sports fans - get the latest sports news str* 2 ur mobile 1 wk FREE PLUS a FREE TONE Txt SPORT ON to 8007 www.getzed.co.uk 0870141701216+ norm 4txt/120p ,sport fan get latest sport new str <NUM> ur mobile <NUM> wk free plu free tone txt sport <NUM> wwwgetzedcouk <NUM> norm <NUM>txt<NUM>p,1
ham,Hey tmr meet at bugis 930 ?,hey tmr meet bugi <NUM>,0
spam,"Urgent Urgent! We have 800 FREE flights to Europe to give away, call B4 10th Sept & take a friend 4 FREE. Call now to claim on 09050000555. BA128NNFWFLY150ppm",urgent urgent <NUM> free flight europe give away call b<NUM> <NUM>th sept take friend <NUM> free call now claim <NUM> ba<NUM>nnfwfly<NUM>ppm,1
ham,All these nice new shirts and the only thing I can wear them to is nudist themed ;_; you in mu?,all these nice new shirt on th can wear nudist themed _ mu,0
ham,Hey sexy buns! What of that day? No word from you this morning on YM ... :-( ... I think of you,hey sexy bun day no word morn ym think,0
ham,And whenever you and i see we can still hook up too.,whenever see can still hook up too,0
ham,Nope but i'm going home now then go pump petrol lor... Like going 2 rain soon...,nope im go home now then go pump petrol lor like go <NUM> rain soon,0
ham,Can you use foreign stamps for whatever you send them off for? ,can use foreign stamp whatever send,0
spam,FROM 88066 LOST å£12 HELP,<NUM> lost å<NUM> help,1
ham,Oh baby of the house. How come you dont have any new pictures on facebook,oh baby house how come dont any new pictur facebook,0
ham,"Feb  &lt;#&gt;  is \I LOVE U\"" day. Send dis to all ur \""VALUED FRNDS\"" evn me. If 3 comes back u'll gt married d person u luv! If u ignore dis u will lose ur luv 4 Evr""",feb ltgt love u day send dis all ur valued frnd evn <NUM> com back ull gt married d person u luv u ignore dis u will lose ur luv <NUM> evr,0
ham,"Hiya, sorry didn't hav signal. I haven't seen or heard from and neither has, which is unusual in itself! I'll put on the case and get him to sort it out! Hugs and snogs.",hiya sorry didnt hav signal havent seen heard neither unusual itself ill put case get sort hug snog,0
ham,"Omw back to tampa from west palm, you hear what happened?",omw back tampa west palm hear happened,0
ham,Yup no more already... Thanx 4 printing n handing it up.,yup no more already thanx <NUM> print n hand up,0
spam,FreeMsg: Fancy a flirt? Reply DATE now & join the UKs fastest growing mobile dating service. Msgs rcvd just 25p to optout txt stop to 83021. Reply DATE now!,freemsg fancy flirt rep date now join uks fastest grow mobile dat service msg rcvd just <NUM>p optout txt stop <NUM> rep date now,1
ham,What i mean is do they come chase you out when its over or is it stated you can watch as many movies as you want.,mean come chase when over stated can watch many movi want,0
ham,S now only i took tablets . Reaction morning only.,s now on took tablet reaction morn on,0
spam,Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs,great new offer double min double txt best orange tariff get latest camera phon <NUM> free call mobileupd<NUM> free <NUM> now <NUM>stoptxt tcs,1
ham,"Nah, I'm a perpetual DD",nah im perpetual dd,0
ham,Sorry de i went to shop.,sorry de went shop,0
spam,Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk,hope enjoyed new content text stop <NUM> unsubscribe help<NUM>p provided tones<NUM>youcouk,1
ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",wen ur lovable bcum angry wid u dnt take serious coz be angry d most childish n true way show deep affection care n luv kettoda manda nice day da,0
ham,Hey you still want to go for yogasana? Coz if we end at cine then can go bathe and hav the steam bath,hey still want go yogasana coz end cine then can go bathe hav steam bath,0
ham,Nope i'm not drivin... I neva develop da photos lei...,nope im not drivin neva develop da photo lei,0
ham,I am thinking of going down to reg for pract lessons.. Flung my advance.. Haha wat time u going?,think go down reg pract lesson flung advance haha wat time u go,0
ham,Cool. I am  &lt;#&gt;  inches long. hope you like them big!,cool ltgt inch long hope like big,0
ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",housemaid murderer coz man murdered ltgt th january public holiday all govtinstituition closedinclud post officeunderstand,0
ham,Okie.. Thanx..,okie thanx,0
spam,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,<NUM> day euro<NUM> kickoff u will kept informed all latest new result dai unsubscribe send get euro stop <NUM>,1
ham,Go where n buy? Juz buy when we get there lar.,go where n buy juz buy when get there lar,0
ham,Ok lor...,ok lor,0
ham,I'm working technical support :)voice process.,im work technical support voice process,0
ham,It's justbeen overa week since we broke up and already our brains are going to mush!,justbeen overa week since broke up already brain go mush,0
ham,"Tunde, how are you doing. This is just wishing you a great day. Abiola.",tunde how do just wish great day abiola,0
ham,Nope... C Ì_ then...,nope c ì_ then,0
ham,No. But we'll do medical missions to nigeria,no well medical mission nigeria,0
ham,No i am not having not any movies in my laptop,no not hav not any movi laptop,0
ham,Whatsup there. Dont u want to sleep,whatsup there dont u want sleep,0
spam,Urgent Please call 09066612661 from landline. å£5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE award. 20M12AQ. 150ppm. 16+ ÛÏ,urgent please call <NUM> landline å<NUM> cash luxury <NUM> canary island holiday await collection tcs sae award <NUM>m<NUM>aq <NUM>ppm <NUM> ûï,1
spam,"Urgent! Please call 09066612661 from your landline, your complimentary 4* Lux Costa Del Sol holiday or å£1000 CASH await collection. ppm 150 SAE T&Cs James 28, EH74RR",urgent please call <NUM> landline complimentary <NUM> lux costa del sol holiday å<NUM> cash await collection ppm <NUM> sae tcs jam <NUM> eh<NUM>rr,1
ham,I havent lei.. Next mon can?,havent lei next mon can,0
ham,Mm feeling sleepy. today itself i shall get that dear,mm feel sleepy today itself shall get dear,0
ham,How dare you stupid. I wont tell anything to you. Hear after i wont talk to you:-.,how dare stupid wont tell anyth hear after wont talk,0
ham,Do Ì_ noe if ben is going?,ì_ noe ben go,0
ham,Can you do a mag meeting this avo at some point?,can mag meet avo some point,0
ham,I meant middle left or right?,meant middle left right,0
ham,Really? I crashed out cuddled on my sofa.,real crashed cuddled sofa,0
ham,Hi Chachi tried calling u now unable to reach u .. Pl give me a missed cal once u c tiz msg  Kanagu,hi chachi tried call u now unable reach u pl give missed cal once u c tiz msg kanagu,0
ham,"I sent you the prices and do you mean the  &lt;#&gt; g,",sent pric mean ltgt g,0
ham,Are you this much buzy,much buzy,0
ham,Nothing. Can...,noth can,0
spam,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,dont know u u dont know send chat <NUM> now let find each other on <NUM>pmsg rcvd hgsuite<NUM><NUM>landsroww<NUM>j<NUM>hl ldn <NUM> year over,1
ham,No * am working on the ringing u thing but have whole houseful of screaming brats so * am pulling my hair out! Loving u,no work ring u th whole houseful scream brat so pull hair lov u,0
ham,But my family not responding for anything. Now am in room not went to home for diwali but no one called me and why not coming. It makes me feel like died.,fami not respond anyth now room not went home diwali no one called why not com mak feel like died,0
ham,"Tick, tick, tick ... Babe",tick tick tick babe,0
ham,R Ì_ going 4 today's meeting?,r ì_ go <NUM> today meet,0
ham,K da:)how many page you want?,k dahow many page want,0
ham,Ya had just now.onion roast.,ya just nowonion roast,0
ham,Send his number and give reply tomorrow morning for why you said that to him like that ok,send number give rep tomorrow morn why said like ok,0
ham,You said not now. No problem. When you can. Let me know.,said not now no problem when can let know,0
ham,Ok but tell me half an hr b4 u come i need 2 prepare.,ok tell half hr b<NUM> u come need <NUM> prepare,0
ham,Play w computer? Aiyah i tok 2 u lor?,play w computer aiyah tok <NUM> u lor,0
ham,Sat right? Okay thanks... ,sat right okay thank,0
ham,"Derp. Which is worse, a dude who always wants to party or a dude who files a complaint about the three drug abusers he lives with",derp worse dude alway want party dude fil complaint three drug abuser liv,0
ham,Ok Chinese food on its way. When I get fat you're paying for my lipo.,ok chinese food way when get fat youre pay lipo,0
ham,We r outside already.,r outside already,0
ham,Have a good trip. Watch out for . Remember when you get back we must decide about easter.,good trip watch remember when get back must decide easter,0
ham,Yo we are watching a movie on netflix,yo watch movie netflix,0
ham,What time. IÛ÷m out until prob 3 or so,time iûm prob <NUM> so,0
ham,"Can meh? Thgt some will clash... Really ah, i dun mind... I dun seen to have lost any weight... Gee...",can meh thgt some will clash real ah dun mind dun seen lost any weight gee,0
ham,I dont thnk its a wrong calling between us,dont thnk wrong call between us,0
